,text,origins
2791,Ook relevante signalen worden opgeslagen in SharePointITO getoetst door middel van collegiale toetsing,20
2792,SharePoint BSNvalidatie ea Mutaties en raadplegingen worden SharePoint BSNvalidatie ea Mutaties en raadplegingen worden gelogd in SharePoint nodig voor het werk waaronder individuele risicosignalen B Export functie uit FSV signalen vastgelegd gelogd konden geéxporteerd worden uit FSV,20
2794,Dat houdt in dat de in dit jaarverslag opgenomen financiële overzichten een getrouw beeld geven van de uitkomsten van de begrotingsuitvoering over 2018,21
2795,Naast ons beeld over de verantwoording van de geldstromen hebben wij uit onze werkzaam heden ook een beeld over het financieel beheer en de bijgehouden administraties,21
2796,Het oplossen van bevindingen kost het ministerie van Infrastructuur en Waterstaat IenW vaak meerdere jaren en verbeterpunten zijn de afgelopen tijd lang blijven staan,21
2797,Het feitelijk beheer en uitvoering van administratieve handelingen heeft mogelijk minder aandacht gekregen waardoor ons beeld is dat het beheer in 2018 iets achteruit is gegaan,21
2798,Wij hebben vastgesteld dat het opstellen van het jaarverslag doortastend is opgepakt en dat de nietfinanciële informatie deugdelijk tot stand is gekomen,21
2799,Leeswijzer Dit rapport is als volgt ingedeeld de controle van de financiële verantwoordingsinformatie in het jaarverslag hoofdstuk 2 het onderzoek naar het begrotingsbeheer het financieel beheer de materiële bedrijfsvoering in het jaarverslag hoofdstuk 4 overige onderwerpen hoofdstuk 5 de controleverklaring bijlage,21
2800,Doel en doelgroepen In dit rapport doen wij verslag van de uitkomsten van de werkzaamheden die wij als interne auditdienst van het Rijk in het kader van onze wettelijke taak1 over 2018 bij het ministerie van Infrastructuur en Waterstaat hebben verricht,21
2801,Dit rapport is opgesteld voor de minister de staatssecretaris en de secretarisgeneraal en wordt tevens verstrekt aan de leden van het audit committee AC en de hoofddirecteur Financiën Management en Control FMC van het ministerie Infrastructuur en Waterstaat,21
2802,Het rapport wordt verder toegezonden aan de minister van Financiën en aan de president van de Algemene Rekenkamer,21
2806,Ook zijn wij nagegaan dat het jaarverslag alle voorgeschreven informatie bevat 21 Financiële overzichten akkoord bevonden Wij hebben een goedkeurende controleverklaring afgegeven bij het jaarverslag 2018 van het ministerie van Infrastructuur en Waterstaat XII,21
2807,Deze verklaring is opgenomen als bijlage in dit rapport 3 De verslaggevingsvoorschriften zijn vastgelegd in de Comptabiliteitswet 2016 en de daarop berustende regel geving waaronder de Regeling rijksbegrotingsvoorschriften 2019,21
2810,Bij de controle van de betalingen is geconstateerd dat bij het opstellen van contracten en opdrachtbrieven nog niet altijd voldoende duidelijk is hoe tot een prestatieverklaring kan worden gekomen,21
2811,Daarnaast worden betalingen verricht in afwijking van de overeengekomen betaalmomenten prijs of hoeveelheid,21
2812,Hierdoor zijn er onzekerheden en fouten met betrekking tot de rechtmatigheid van de betalingen blijven bestaan,21
2813,Dit heeft geleid tot overschrijding van de rapporteringstoleranties van de artikelen Lucht en Geluid Duurzaamheid Omgevings veiligheid en Milieurisicos en Apparaatsuitgaven Kerndepartement,21
2815,Deze nieuwe eisen hebben onder andere betrekking op de samenloop van leidinggevende topfuncties bij meerdere WNTinstellingen bij één persoon anticumulatiebepaling,21
2816,De Nederlandse Beroepsorganisatie van Accountants heeft aangegeven dat dit leidt tot een knelpunt in de accountantscontrole omdat de juistheid en volledigheid van de WNTopgave op dit punt afhankelijk is van de situatie bij andere instellingen,27
2817,Dit is ook aangegeven in de Regeling Controleprotocol WNT 2018,21
2818,In de controleverklaring lichten wij daarom toe dat de naleving van de anticumulatiebepaling vanwege deze vaktechnische beperkingen buiten de reikwijdte van onze controle valt,21
2819,Inleiding Als tweede onderdeel van onze wettelijke taak onderzoeken wij of de geselecteerde processen van het begrotingsbeheer het financieel beheer de materiële bedrijfsvoering en de daartoe bijgehouden administraties van het Rijk voldoen aan de normen uit de comptabele wet en regelgeving,21
2821,Naast ons beeld over de verantwoording van de geldstromen hebben wij uit onze werkzaamheden ook een beeld over het financieel beheer en de bijgehouden administraties,21
2822,Het oplossen van bevindingen kost IenW vaak meerdere jaren en verbeterpunten zijn de afgelopen tijd lang blijven staan,21
2823,Er is enkele jaren veel aandacht besteed aan plannen van aanpak,21
2824,Het feitelijk beheer en uitvoering van administratieve handelingen heeft mogelijk minder aandacht gekregen waardoor wij in 2018 meer bevindingen constateren,21
2825,Dit jaar zijn nieuwe bevindingen ontstaan waardoor ons beeld is dat het beheer iets achteruit is gegaan,21
2826,Het inkoopbeheer is verminderd bij IenW,21
2827,Dit blijkt uit een toename van het aantal onrechtmatige gegunde opdrachten en nog niet volledig ontwikkelde inkoopmonitoring,21
2828,Een 4ogen controle speelt een belangrijke rol bij het voorkomen van fouten,21
2829,Hieronder verstaan we het controleren van een voorgestelde boeking in de financiële administratie door een andere medewerker dan de opsteller van de boeking,21
2830,Ontoereikende 4ogen controle heeft geleid tot bevindingen over het voorschottenbeheer het beheer van tussenrekeningen en betalingen,21
2831,Wij hebben geconstateerd dat de overheveling van beleidsdossiers naar aanleiding van het regeerakkoord ordelijk en controleerbaar is uitgevoerd,21
2832,Ook stellen wij vast dat de totstand koming van het jaarverslag doortastend is opgepakt,21
2833,Bij RWS zien wij dat de controlfunctie zich in 2018 verder heeft ontwikkeld 32 Beheersing grote financiële stromen is goed Uit onze controle blijkt dat IenW de grote financiële stromen goed beheerst,21
2834,Dit zijn veelal langlopende projecten en programmas,21
2835,Hiermee ligt er een basis waardoor er geen toleranties van de jaarrekening als geheel in het gedrang zijn,21
2836,In 2018 zijn geen bevindingen opgelost en zijn twee nieuwe bevindingen geconstateerd in de bedrijfsvoering,21
2837,Dit betreft het beheer van de lightinkopen van IenW en het beheer van tussenrekeningen van beheersgebied IBI,21
2838,Beide bevindingen wegen wij als licht,21
2839,Voor inkoop en aanbestedingsregelgeving is de weging aangepast van licht naar gemiddeld,21
2840,Kenmerk 20190000034715 Inhoud 1 Hoofdlijnen 5 contracten nodig 14 344 Voorschottenbeheer BSK afwikkeling oude subsidievoorschotten gestart een volledige registratie van inkoopvoorschotten en het rechtmatig afrekenen van subsidievoorschotten vragen aandacht 15 nog niet volledig nageleefd 17 348 Verbeterprogramma informatiebeveiliging in uitvoering,21
2842,Deze taak is nader uitgewerkt in het Besluit Auditdienst Rijk artikelen 3 tot en met 6 2 Auditrapport 2018 Ministerie van Infrastructuur en Waterstaat xii 7 2 Goedkeurende controleverklaring De in 2018 gerealiseerde uitgaven bedroegen 8199 mln,21
2843,2017 7245 mln de aangegane verplichtingen 8196 mln,21
2844,2017 7142 mln en de ontvangsten 29 mln,21
2845,2017 243 mln,21
2847,Bij de evaluatie van onze bevindingen hanteren wij drie categorieën licht gemiddeld en ernstig,21
2848,In dit hoofdstuk behandelen wij de belangrijkste uitkomsten van ons onderzoek,21
2850,Het betrof een combinatie van onder andere risicovolle kwetsbaarheden onveilige configuraties en onvoldoende sturing op maatregelen om de beveiligingsrisicos te mitigeren,21
2851,DCI is in 2018 begonnen met de uitvoering van een plan om deze beveiligingsrisicos op te lossen,21
2852,In juli 2018 en in november 2018 hebben wij vastgesteld dat enkele bevindingen zijn opgelost en dat aan een aantal andere bevindingen wordt gewerkt,21
2853,Zo zagen wij dat DCI in overleg met de externe dienstverlener een deel van de beveiligingsrisicos heeft opgelost,21
2854,We hebben geconstateerd dat DCI energie heeft gestoken in het versterken van de organisatie het opzetten van een procedure om periodiek patches door te voeren en de aanschaf van een SAPkwetsbaarhedenscanner om daarmee grip te krijgen op mogelijke beveiligingsrisicos,21
2855,Wij hebben gezien dat inmiddels op één systeem een scan is uitgevoerd,21
2857,Op een aantal punten heeft het oplossen van de bevindingen meer tijd gekost dan DCI had voorzien,21
2858,Werking over een langere periode van alle maatregelen is daarom nog niet vast te stellen,21
2859,Onder andere gaat het hierbij om het structureel doorvoeren van security patches periodieke scans en het oplossen van geconstateerde kwetsbaarheden,21
2860,Daardoor kunnen wij van een aantal belangrijke bevindingen nog niet vaststellen dat deze structureel zijn opgelost,21
2861,Derhalve handhaven wij de weging van deze bevinding op gemiddeld,21
2862,DCI heeft stappen gezet voor het oplossen van de bevindingen,21
2864,Hoewel er hierdoor geen artikel toleranties zijn overschreden is het aantal door ons geconstateerde afwijkingen van aanbestedingsregels IenW breed toegenomen,21
2865,Over het algemeen betreft dit het hanteren van een onjuiste aanbestedings procedure enof het niet kunnen overleggen van de relevante documentatie,21
2866,Inkoopmonitoring IenW vertoont teveel afwijkende registraties Er zijn onrechtmatig verleende opdrachten geconstateerd die niet als zodanig zijn gekenmerkt in de IBI inkoopmonitor,21
2867,Het beeld van de rechtmatigheid uit de inkoopmonitor was hierdoor in 2018 minder betrouwbaar,21
2868,Het kwam afgelopen jaar vaker voor dat de inkoopmonitor niet juist is ingevuld qua aanbestedingsprocedure en kwalificatie,21
2869,De inkoopmonitor is een belang rijk stuurinstrument op rechtmatige opdrachtverlening voor IenW en zal in bruikbaarheid toenemen als de monitor juister wordt bijgehouden,21
2870,Daarnaast is meerdere malen geconstateerd dat velden in de SAPinkoopdossiers niet juist zijn ingevuld,21
2871,Wij adviseren de oorzaak van deze bevindingen te onderzoeken en maatregelen te nemen,21
2872,RWS levert zelf informatie op omtrent de rechtmatigheid van de inkopen door periodieke opgave van afwijkingen van negatieve mandaatadviezen door de inkoopdomeinen uitkomsten van FCPonderzoeken naar inkopen en de begin 2019 beschikbaar gekomen eerste inkoop monitorrapportages,21
2873,Deze informatie is op dit moment nog onvolledig doordat niet alle domeinen worden meegenomen bijvoorbeeld inhuuropdrachten wijzigingen verlengingen,21
2874,Ook omvat deze informatie niet het hele jaar 2018 en blijken uit onze controle nog onjuist heden,21
2875,Wij adviseren RWS in te zetten op de doorontwikkeling van deze tooling zodat op korte termijn structurele en tijdige stuurinformatie beschikbaar komt voor de inkoopdomeinen,21
2876,Inkoopdossiers IBI en RWS ook in 2018 nog niet volledig op orde De inkoopdossiers in SAP bij IBI zijn niet altijd volledig,21
2877,Door het ontbreken van stukken of verwijzingen zijn dossiers niet zelfstandig navolgbaar en is niet altijd vast te stellen of een inkoop rechtmatig is,21
2878,Bij navraag kon IBI de ontbrekende stukken meestal wel naleveren,21
2879,In 2018 heeft RWS ingezet op het verder op orde brengen van de inkoopdossiers,21
2880,RWS checkt zelf periodiek geautomatiseerd de aanwezigheid van verplichte documenten in de inkoop dossiers maar niet de kwaliteit daarvan zoals inhoud definitieve versie ondertekening,21
2881,Uit onze controlewerkzaamheden bleek dat een aanzienlijk deel van de inkoopdossiers nog verdere verbetering behoeft,21
2882,Ook hier konden de documenten voor de inhoudelijke controle veelal alsnog worden opgeleverd,21
2883,Verlening inhuuropdrachten via UBRInhuurdesk nauwelijks verbeterd Wij zien nauwelijks verbetering in het proces rondom de verlening van inhuuropdrachten bij UBRInhuurdesk voor RWS opdrachten,21
2884,Dit is financieel een relatief minder omvangrijke stroom maar wel relevant voor de beheersing,21
2885,In dit proces hebben wij zowel bevindingen bij ECOampP als ook bij RWSCD,21
2886,Dit betreft vooral onrechtmatigheden of onzekerheden met betrekking tot gunningenuitdehand GUH en in mindere mate bevindingen over de toepassing van raamovereenkomsten,21
2887,In 2019 wordt bij UBRInhuurdesk bij IBI en later ook bij RWS een nieuw gezamenlijk DigiInhuursysteem ingericht en uitgerold ter vervanging van de huidige lappendeken aan systemen,21
2888,In de aanbesteding van het nieuwe systeem is al zoveel mogelijk rekening gehouden met de eisen uit hoofde van rechtmatigheid en privacywetgeving,21
2889,Door vertragingen bij de leverancier van dit nieuwe systeem zal het bij RWS niet voor eind 2019 operationeel zijn,21
2890,Daarom adviseren wij RWS in afstemming met UBRInhuurdesk maatregelen te treffen om het aantal onrechtmatig verleende inhuuropdrachten zoveel mogelijk te beperken,21
2892,BSK BSK heeft veel werk verzet,21
2893,IBI heeft maandelijks de kwaliteit van de afgegeven prestatie verklaringen onderzocht en hierover gerapporteerd aan de leiding,21
2894,Over de kwaliteit van de prestatieverklaring zijn afspraken gemaakt in de VGRgesprekken,21
2895,Binnen de BSK zijn op dit gebied diverse verbetermaatregelen genomen en geïmplementeerd zoals het aanpassen van de contract formats het introduceren van een handreiking prestatieverklaren en het intensive ren van de ondersteuning door de afdeling inkoop bij gunningen,21
2896,IBI monitort de tekstuele onderbouwing van prestatieverklaringen op basis van de invulling van het betreffende tekst velden in SAP,21
2897,Uit de rapportages blijkt een duidelijke verbetering in de naleving van de handreiking,21
2898,Het percentage van prestatieverklaringen waarin de handreiking was nageleefd ging van 23 in Q1 naar 58 in Q4,21
2899,Wij zien dat het tekstveld prestatieverklaring in SAP waar de monitoring door IBI zich op richt inderdaad beter wordt ingevuld,21
2900,Inhoudelijk blijft de kwaliteit van de prestatieverklaring en de onderbouwing nog achter,21
2901,De belangrijkste oorzaak is dat bij het opstellen van de contracten en opdrachtbrieven nog niet altijd voldoende duidelijk is hoe op een praktische manier tot een prestatieverklaring kan worden gekomen,21
2902,Daarnaast is ook het niet naleven van de contractuele betaalmomenten een probleem,21
2903,Dit wil zeggen dat facturen worden betaald terwijl er geen contractuele aanleiding is voor betaling,21
2904,Overige oorzaken betreffen de onzekerheid over een gefactureerde prijs of hoeveelheid,21
2905,Dit heeft geleid tot de in hoofdstuk 2 genoemde 4 artikel overschrijdingen 3 in 2017,21
2906,Naar onze mening is de aandacht van het management voor monitoring van de prestatie verklaringen verbeterd,21
2907,Om verder effect te bereiken adviseren wij bij de contractformulering aan de voorkant al aandacht te besteden aan lever en betaalvoorwaarden,21
2908,Dit maakt het afgeven van een prestatieverklaring eenvoudiger,21
2909,Wij adviseren bovendien om aan het eind van het proces van de prestatieverklaringen te focussen op het daadwerkelijk vaststellen dat de prestatie is verricht en terug te koppelen aan de verantwoordelijke als het niet toereikend is,21
2910,RWS RWS geeft in haar bedrijfvoeringsparagraaf bij het onderwerp contractbeheersing aan dat met name bij contracten zonder systeemgerichte contractbeheersing SCB de toereikende onderbouwing van de prestatieverklaring nog moet verbeteren,21
2911,Ook wij zien bij een aantal kleinere contracten een kwalitatief ontoereikende onderbouwing van de prestatieverklaringen,21
2912,Wij onderschrijven het beeld van RWS en de noodzaak van de voorgenomen maatregelen,21
2913,Daarnaast adviseren wij om bij het voorbereiden van de kleinere contracten te zorgen dat hierin voldoende aanknopingspunten zijn opgenomen om bij de uitvoering tot een passende onderbouwing van PV te kunnen komen,21
2914,Subsidievoorschotten Er staan veel vooral oudere voorschotten open grotendeels zijn deze nog van VROM afkomstig,21
2915,Uit de proefafsluiting van BSK kwam naar voren dat nog niet inzichtelijk was welke voorschot ten afgewikkeld konden worden,21
2916,Hiertoe heeft IenW een plan van aanpak opgesteld,21
2917,Eind 2018 is een begin gemaakt met het afrekenen van oude voorschotten,21
2918,Wij hebben vastgesteld dat twee foutieve mutaties zijn geboekt bij het afrekenen van subsidies 382 miljoen en 2 miljoen,21
2919,Deze omvangrijke foutieve mutaties niet zijn afgevangen door beheersmaat regelen,21
2920,Ook signaleren wij dat bij het afrekenen van voorschotten meerdere malen geen onderbouwing voor de afrekening is opgesteld waardoor de overwegingen bij vaststelling niet navolgbaar zijn,21
2921,Wij zien dit als een mogelijke oorzaak voor de genoemde fouten,21
2922,IenW heeft een oud openstaand voorschot voor een schadevergoeding 48 miljoen afgewik keld,21
2923,Inhoudelijk is de zaak afgewikkeld maar de ontvanger heeft geen financiële verantwoor ding met controleverklaring aangeleverd,21
2924,De ontvanger heeft hiermee niet voldaan aan de sub sidievoorwaarden voor een rechtmatige afwikkeling,21
2925,Gelet op de ouderdom van het project en het feit dat het niet meer mogelijk is om financiële verantwoording en controleverklaring alsnog te verkrijgen heeft IenW de schadevergoeding vastgesteld op het volledige bedrag van de scha devergoeding,21
2926,Dit voorbeeld illustreert het risico voor de rechtmatige afwikkeling van subsidies dat ontstaat wanneer te lang gewacht wordt met de afwikkeling,21
2927,In algemene zin is een voor schot een administratieve waarschuwing dat er al geld is betaald maar dat nog moet worden vastgesteld dat de prestatie is ontvangen,21
2928,Oude voorschotten zijn dus een risico,21
2929,Wij adviseren om in 2019 oude voorschotten af te rekenen en te gaan borgen dat ook recente voorschotten tijdig worden afgerekend,21
2930,Ter voorkoming van fouten is het belangrijk om de juistheid van de boekingen van de afrekeningen te laten controleren door een tweede medewerker aan de hand van de brondocumenten en een onderbouwing voordat deze worden geboekt,21
2931,Inkoopvoorschotten Tijdens onze controle zijn twee betalingen aangetroffen die niet als inkoopvoorschot waren geregistreerd,21
2932,Door AOIC zijn gedurende 2018 controles uitgevoerd op de inkoopvoorschotten,21
2933,Naar aanleiding van deze controle zijn gedurende het jaar niet geregistreerde voorschotten alsnog geboekt,21
2934,Het risico is hierdoor dat van deze betaalde bedragen de te ontvangen prestatie niet zou worden bewaakt,21
2935,Wij adviseren om de volledigheid van de inkoopvoorschotten te borgen,21
2936,IBI werkt aan een proces waarin de volledigheid van de inkoopvoorschotten wordt bewaakt via de verplichtingen die tot voorschotten leiden,21
2937,Memoriaalboekingen Naast de in paragraaf 344 genoemde beperking in het functioneren van de beheersmaat regelen bij het afrekenen van voorschotten voert IBI geen 4ogen controle meer uit op over boekingen tussen budgetplaatsen,21
2938,Dit brengt risicos met zich mee voor de tijdigheid en juist heid van boeking en voor de juiste rubricering van uitgaven kosten in de jaarverantwoording,21
2939,Mondiale betalingen Wij hebben geconstateerd dat memoriaalboekingen niet automatisch door een 2e persoon worden gecontroleerd,21
2940,Dit kan leiden tot minder betrouwbare boekingen,21
2941,Ook wordt in het proces van de mondiale betalingen de juistheid van de gebruikte crediteuren stamgegevens niet toereikend gecontroleerd,21
2942,Hierdoor is het voorgekomen dat er een aanzienlijk bedrag is betaald aan de verkeerde crediteur,21
2943,Nadat de begunstigde dit heeft gesignaleerd is de partij die het geld had ontvangen gevraagd het geld door te storten,21
2944,Deze handelswijze is ongewenst en betekent dat de administratieve vastlegging onnavolgbaar is,21
2945,Tussenrekeningen niet tijdig geschoond Bij het beheer van de tussenrekeningen hebben wij gedurende het jaar tm oktober grote achterstanden geconstateerd in de opschoning archivering en aansluiting tussen SAP en het dagafschrift,21
2946,Deze nieuwe bevinding is door ons als licht gewogen,21
2947,Wij adviseren IBI de administratieve discipline te verhogen op deze gebieden,21
2949,Daarom is het belangrijk dat op iedere subsidie een toets op staatssteun wordt uitgevoerd,21
2950,Wij signaleren dat in het subsidieproces niet is afgedwongen dat op alle subsidies deze toets wordt uitgevoerd,21
2951,Binnen BSK zijn de analyses op verschillende manieren kwalitatief en kwantitatief vastgelegd,21
2952,Dit varieert van doortimmerde juridische memos tot korte vastleggingen door beleidsdirecties,21
2953,De kwaliteit van de analyse loopt hierdoor sterk uiteen,21
2954,Uit een controle op de toetsing op staatssteun bij een aantal grote subsidies kwam naar voren dat er veel zorg en aandacht is besteed aan deze toetsing maar dat deze toetsing en de conclusies hieruit veelal niet in het subsidiedossier zijn opgenomen,21
2955,HBJZ heeft in juni een compact format opgesteld bestaande uit vijf vragen waarmee de BSK op gestructureerde wijze kan analyseren en vastleggen of er sprake is van staatssteun,21
2956,Wanneer één van de vragen op het formulier met een ja moet worden beantwoord is het verstandig om juridisch advies te vragen bij HBJZ,21
2957,Wij adviseren om het invullen van dit format verplicht te stellen,21
2958,De beleidsmedewerkers kunnen zo op een eenduidige en gestructureerde wijze de staatssteunanalyse uitvoeren en documenteren,21
2959,MampObeleid Als onderdeel van het Misbruik en Oneigenlijk gebruik MampObeleid maakt IenW gebruik van risicoanalyses,21
2960,Deze analyses worden gebruikt om vast te stellen of aanvullende beheers maatregelen nodig zijn die het MampOrisico beperken,21
2961,De kwaliteit van de risicoanalyses verschilt sterk,21
2962,Wij signaleren dat de risicos niet altijd worden beschreven,21
2963,Ook ontbreekt het in de formulering soms aan scherpte,21
2964,Hierdoor kan IenW belangrijke risicos missen waardoor IenW mogelijk ontoereikende beheersmaatregelen treftt,21
2965,Het voorgeschreven totaaloverzicht van subsidieregelingen met potentiële MampO risicos en bijbehorende maatregelen die zijn getroffen is inmiddels ingericht in de vorm van een intranet pagina,21
2966,Het voorgeschreven totaaloverzicht is nog niet volledig,21
2967,Voor verschillende regelingen ontbreken er nog MampO risicoanalyses,21
2968,Wij adviseren om de kwaliteit van de risicoanalyses te verhogen door beoordeling door een tweede deskundige medewerker en deze beoordeling vast te leggen,21
2969,Tevens adviseren wij om het MampO totaaloverzicht te completeren,21
2970,Subsidiebeheer BSK Reviewbeleid is ingericht en in uitvoering IenW heeft zijn reviewbeleid op controleverklaringen bij subsidies ingericht,21
2971,De eerste reviews zijn inmiddels in uitvoering,21
2972,Subsidiebeheer BSK Rol en taken van projectverantwoordelijke in subsidieproces zijn niet vastgelegd Er zijn geen afspraken over wat een projectverantwoordelijke van een subsidie schriftelijk vastlegt over het beoordelen van een aanvraag of een voortgangsrapportage voor een betaal verzoek,21
2973,De kwaliteit van de uitgevoerde beoordeling is hierdoor wisselend,21
2975,Wij hebben bij alle ministeries door middel van een quick scan in beeld gebracht op welke wijze zij centraal en binnen twee dienstonderdelen de implementatie en de voortgang hiervan beheersen,21
2976,Ons rijksbrede onderzoek geeft voor IenW aanleiding tot de volgende bevindingen,21
2977,IenW heeft in 2017 een centraal project ingericht om regie te voeren op en ondersteuning te bieden bij de implementatie van de AVG,21
2978,De dienstonderdelen zijn zelf verantwoordelijk voor implementatie van de AVG,21
2979,Op basis van een risicoanalyse is in eerste instantie prioriteit gegeven aan de 6 hoog risico onderwerpen,21
2980,De ambitie was in control per 25 mei 2018 en compliant per 31122018,21
2981,Tijdens het onderzoek is aangegeven dat de implementatie com plexer is en dat IenW nog niet volledig compliant is per 31122018,21
2982,Onder andere het register van verwerkingen is nog niet volledig,21
2983,De dienstonderdelen die nog niet compliant zijn hebben aangegeven in maart 2019 compliant te willen zijn,21
2984,Het centrale project zou op 31122018 worden beëindigd maar loopt vanwege de opgelopen vertraging bij sommige diensten tijdelijk door in 2019,21
2985,Activiteiten van het project gericht op de borging van opgedane kennis en het vergroten van awareness zoals een ontwikkelde basiscursus worden voor de beëindiging van het project overgedragen aan de lijn,21
2986,Het AVG bewustzijn in de lijn vraagt continue aandacht,21
2987,Binnen IenW zijn een Functionaris gegevensbescherming FG en een plaatsvervangend FG aangesteld die toezicht houden op naleving van de AVG,21
2988,Er is nog niet beschreven hoe de toezichthoudende rol exact wordt vormgegeven,21
2989,Dit staat gepland voor voorjaar 2019 evenals de rapportagelijn van de dienstonderdelen over de AVG,21
2990,Er is een integraal beveiligingsbeleid uit december 2017 dat nog niet is geactualiseerd voor de AVG,21
2991,Afgelopen jaar is regelmatig ongeveer 6wekelijks gerapporteerd aan de minister over de voortgang van de implementatie van de 6 hoog risico onderwerpen,21
2992,Informatie is met name gebaseerd op uitvraag naar de voortgang bij de onderdelen zelfevaluatie en gesprekken,21
2993,De uitvraag hoefde niet te worden onderbouwd met bewijsstukken,21
2994,In december stond de laatste rapportage gepland maar vanwege de verlenging van het project wordt deze rapportagelijn voor de duur van het project tijdelijk voortgezet,21
2995,Vanwege het nog niet volledig compliant zijn per 31122018 en de voortgang die nog moet worden gemaakt alvorens het project te kunnen opheffen handhaven wij de weging van deze bevinding op licht,21
2996,Uit de interdepartementale voortgangsoverzichten bleek het impliciete risico van zelfevaluaties dat voortgang te positief wordt verantwoord waardoor onvoldoende maatregelen worden getroffen en resources beschikbaar komen,21
2997,Wij adviseren de dienstonderdelen met bewijs stukken te laten rapporteren welke onderdelen van de AVG zijn geïmplementeerd,21
2998,Daarnaast adviseren wij zorg te dragen voor borging van onderbouwde voortgangsrapportages capaciteit en toezicht ook na beëindiging van het project 348 Verbeterprogramma informatiebeveiliging in uitvoering,21
2999,Effecten leiden veelal nog niet tot hogere volwassenheidsscores In 2017 hebben wij rijksbreed de volwassenheid van de ministeries op het gebied van informatiebeveiliging onderzocht,21
3000,In 2018 hebben wij een vervolgonderzoek uitgevoerd,21
3001,Op basis hiervan hebben wij voor IenW de volgende bevindingen,21
3003,Sinds ons onderzoek uit 2017 heeft IenW een verbeterprogramma ingericht om fundamenteel de centrale sturing en beheersing van informatiebeveiliging te verbeteren,21
3004,Het verbeter programma heeft potentieel effect op alle themas van het volwassenheidsmodel die in deze audit worden belicht,21
3005,Het is onder andere gericht op governance rond informatiebeveiliging het verder inrichten van incidentmanagement waaronder een incidentmanagement proces en rapportages het borgen van de centrale sturingcyclus en de invulling van IenWover koepelend risicomanagement,21
3006,Ook is er concept cyberstrategie en een centraal awareness programma opgesteld,21
3007,Het programma loopt door,21
3008,Ten tijde van de audit zijn de effecten van het programma nog niet zodanig dat al sprake is van meerdere hogere volwassenheidsscores dan bij de vorige meting,21
3009,IenW heeft op centraal niveau een overzicht van de kritieke systemen,21
3010,Door de decentrale verantwoordelijkheid is er geen totaal inzicht in de resultaten van risicoanalyses pentesten en audits en de uitvoering van eventuele verbeterplannen en restrisicos van individuele systemen,21
3011,Wij adviseren om vervolg te geven aan de initiatieven om op centraal niveau relevante informa tie over kritieke systemen te verzamelen en deze als stuurinformatie te gebruiken en om de IenW brede sturing en beheersing van informatiebeveiliging te versterken,21
3012,Wij adviseren daarbij om de centrale sturing en beheersing te vereenvoudigen,21
3013,Dit kan door alle initiatieven op te nemen in een integrale roadmap en daarin een prioritering en een tijdlijn met subdoelen op te nemen,21
3015,In dit proces vindt de autorisatie door de budgethouder plaats na betaling,21
3016,IenW breed is vastgesteld dat dit proces wordt gebruikt voor zaken waarvoor dit proces niet is bedoeld zoals inhuur van externe medewerkers inkopen waarvoor een raamovereenkomst is afgesloten en facturen aangaande inkopen boven 15000 grens,21
3017,IBI sluit bij de totstandkoming van de beoordelingsoverzichten voor de budgethouder belang rijke risicocategorieën uit zonder deze nader te beoordelen,21
3018,Dit betreft onder andere inhuur en vacatiegelden die daarmee onterecht in het lightproces zitten maar aan het zicht van de budgethouder worden onttrokken,21
3019,Wij hebben geconstateerd dat bij RWS de budgethouder zijn beoordeling vaak te laat uitvoert soms pas na meerdere maanden,21
3020,Daarnaast gebruikt RWS deze verwerkingswijze ook regel matig voor andere stromen zoals schadefacturen,21
3021,RWS en IBI hebben geen periodieke interne controle ingericht om vast te stellen dat dit verlichte proces terecht gebruikt is,21
3022,In ons rapport 2017 hebben wij er op gewezen dat aan de afgesproken compenserende maat regelen van het lightproces in de praktijk te geringe invulling werd gegeven,21
3023,Gedurende 2018 is dit beeld ongewijzigd gebleven en hebben wij afwijkingen gevonden waarop geen actie is ondernomen,21
3024,Daarnaast is er sprake van een inherent verhoogd risico in dit proces op onrecht Wij adviseren om het intern toezicht en de interne controle op het verlichte factuurverwerkings proces light en nietlight te verbeteren om onrechtmatige of ondoelmatige inkopen te voorkomen,21
3025,LightInkoopPortaal RWS in beheer nemen Bij RWS heeft men in 2017 een LightInkoopPortaal LIP geïmplementeerd waarmee het lightproces beter beheerst kan worden en oneigenlijk gebruik zoveel mogelijk moet worden voorkomen,21
3026,Deze ontwikkeling ondersteunen wij,21
3027,De oplossing Mendix op SAP is al binnen RWS uitgerold maar nog niet in beheer genomen door de RWSbeheerorganisatie,21
3028,RWS heeft recent een tool voor dataanalyse op LIP ontwikkeld die wij voor onze controle 2018 nog niet hebben kunnen beoordelen,21
3029,Wij benadrukken nogmaals het belang van de implementatie van deze tool en adviseren om hiermee vervolgens periodiek de lightinkopen te controleren te analyseren en waar nodig te corrigeren,21
3030,Wij hebben daardoor voor 2018 nog niet uit kunnen gaan van een betrouwbare werking van deze oplossing,21
3031,In 2018 zullen wij hieraan opnieuw gerichte aandacht geven,21
3033,Naast het opleveren van een PBCdossier dat als goodpractise mag worden beschouwd binnen IenW zijn ook een tussentijds bericht T2 update T25 en een jaarbericht opgesteld,21
3034,Deze geven een adequate toelichting op de ontwikkelingen in de balans en resultatenrekening,21
3035,Dit heeft rust gecreëerd voor controller en auditor in het verantwoordingsproces,21
